mega_10.cpp	C	hash echo stub (500 std::hash calls, 4007 lines)	142297
mega_11.cpp	C	hash echo stub (500 std::hash calls, 4007 lines)	142297
mega_12.cpp	C	hash echo stub (500 std::hash calls, 4007 lines)	142297
mega_13.cpp	C	hash echo stub (500 std::hash calls, 4007 lines)	142297
mega_14.cpp	C	hash echo stub (500 std::hash calls, 4007 lines)	142297
mega_15.cpp	C	hash echo stub (500 std::hash calls, 4007 lines)	142297
mega_16.cpp	C	hash echo stub (500 std::hash calls, 4007 lines)	142297
mega_17.cpp	C	hash echo stub (500 std::hash calls, 4007 lines)	142297
mega_18.cpp	C	hash echo stub (500 std::hash calls, 4007 lines)	142297
mega_19.cpp	C	hash echo stub (500 std::hash calls, 4007 lines)	142297
megolm_decryptor.cpp	A	real (209 lines)	7740
megolm_utils.cpp	C	size echo stub (4 json.size() calls, 7 lines)	904
megolm_v4.cpp	A	real (830 lines)	37124
member_count_cache.cpp	A	real (144 lines)	5969
member_list.cpp	C	broken header (6 garbage decls in member_list.hpp)	913
membership_utils.cpp	A	real (270 lines)	10422
mention_parser.cpp	A	real (107 lines)	3861
mention_utils.cpp	C	size echo stub (2 json.size() calls, 5 lines)	481
message_aggregator.cpp	A	real (74 lines)	2373
message_content.cpp	A	real (456 lines)	19061
message_content_utils.cpp	A	real (202 lines)	8117
message_edit.cpp	A	real (172 lines)	7178
message_edit_utils.cpp	C	broken header (7 garbage decls in message_edit_utils.hpp)	926
message_encryption.cpp	C	broken header (6 garbage decls in message_encryption.hpp)	506
message_extras.cpp	A	real (576 lines)	21208
message_format_helper.cpp	C	broken header (12 garbage decls in message_format_helper.hpp)	933
message_format_utils.cpp	A	real (118 lines)	4492
message_hasher.cpp	A	real (162 lines)	7005
message_link_utils.cpp	A	real (79 lines)	3167
message_location.cpp	A	real (99 lines)	3157
message_location_formatter.cpp	A	real (62 lines)	2155
message_preview_utils.cpp	A	real (253 lines)	10341
message_processor.cpp	B	auto-generated template header	18816
message_queue.cpp	A	real (185 lines)	5257
message_reply_utils.cpp	C	broken header (9 garbage decls in message_reply_utils.hpp)	730
message_report_utils.cpp	C	size echo stub (4 json.size() calls, 7 lines)	916
message_retry.cpp	A	real (256 lines)	9146
message_retry_utils.cpp	A	real (11 lines)	479
message_scheduler.cpp	A	real (139 lines)	5027
message_search.cpp	C	broken header (7 garbage decls in message_search.hpp)	496
message_searcher.cpp	A	real (135 lines)	5465
message_send_queue.cpp	A	real (144 lines)	5892
mime_type_utils.cpp	C	size echo stub (4 json.size() calls, 7 lines)	923
module_loader.cpp	A	real (127 lines)	4162
msg_encryption.cpp	A	real (499 lines)	29042
mx_device.cpp	C	hash echo stub (35 std::hash calls, 285 lines)	10104
mx_event.cpp	C	hash echo stub (35 std::hash calls, 285 lines)	9999
mx_filter.cpp	C	hash echo stub (35 std::hash calls, 285 lines)	10104
mx_key.cpp	C	hash echo stub (35 std::hash calls, 285 lines)	9789
mx_power.cpp	C	hash echo stub (35 std::hash calls, 285 lines)	9999
mx_redact.cpp	C	hash echo stub (35 std::hash calls, 285 lines)	10104
mx_room.cpp	C	hash echo stub (35 std::hash calls, 285 lines)	9894
mx_session.cpp	C	hash echo stub (35 std::hash calls, 285 lines)	10209
mx_state.cpp	C	hash echo stub (35 std::hash calls, 285 lines)	9999
mx_sync2.cpp	C	hash echo stub (35 std::hash calls, 285 lines)	9999
network_monitor.cpp	A	real (150 lines)	5203
network_stats.cpp	A	real (167 lines)	5794
ngen_n1.cpp	C	hash echo stub (35 std::hash calls, 285 lines)	9369
ngen_n10.cpp	C	hash echo stub (35 std::hash calls, 285 lines)	9474
ngen_n11.cpp	C	hash echo stub (35 std::hash calls, 285 lines)	9474
ngen_n12.cpp	C	hash echo stub (35 std::hash calls, 285 lines)	9474
ngen_n13.cpp	C	hash echo stub (35 std::hash calls, 285 lines)	9474
ngen_n14.cpp	C	hash echo stub (35 std::hash calls, 285 lines)	9474
ngen_n15.cpp	C	hash echo stub (35 std::hash calls, 285 lines)	9474
ngen_n16.cpp	C	hash echo stub (35 std::hash calls, 285 lines)	9474
ngen_n17.cpp	C	hash echo stub (35 std::hash calls, 285 lines)	9474
ngen_n18.cpp	C	hash echo stub (35 std::hash calls, 285 lines)	9474
ngen_n19.cpp	C	hash echo stub (35 std::hash calls, 285 lines)	9474
ngen_n2.cpp	C	hash echo stub (35 std::hash calls, 285 lines)	9369
ngen_n20.cpp	C	hash echo stub (35 std::hash calls, 285 lines)	9474
ngen_n3.cpp	C	hash echo stub (35 std::hash calls, 285 lines)	9369
ngen_n4.cpp	C	hash echo stub (35 std::hash calls, 285 lines)	9369
ngen_n5.cpp	C	hash echo stub (35 std::hash calls, 285 lines)	9369
ngen_n6.cpp	C	hash echo stub (35 std::hash calls, 285 lines)	9369
ngen_n7.cpp	C	hash echo stub (35 std::hash calls, 285 lines)	9369
ngen_n8.cpp	C	hash echo stub (35 std::hash calls, 285 lines)	9369
ngen_n9.cpp	C	hash echo stub (35 std::hash calls, 285 lines)	9369
notif_analyzer.cpp	A	real (158 lines)	5250
notif_format.cpp	A	real (73 lines)	2256
notif_formatter.cpp	A	real (153 lines)	5242
notif_handler.cpp	B	auto-generated template header	33416
notif_mode.cpp	A	real (107 lines)	4276
notif_priority.cpp	A	real (121 lines)	3679
notif_settings.cpp	A	real (134 lines)	4140
notification.cpp	A	real (137 lines)	4379
notification_action_utils.cpp	A	real (73 lines)	3128
notification_badge.cpp	A	real (165 lines)	6809
notification_cleaner.cpp	A	real (159 lines)	6471
notification_filter.cpp	C	broken header (14 garbage decls in notification_filter.hpp)	871
notification_formatter.cpp	B	auto-generated template header	18752
notification_group.cpp	A	real (165 lines)	6822
notification_grouping.cpp	C	broken header (18 garbage decls in notification_grouping.hpp)	839
notification_sound_utils.cpp	A	real (85 lines)	3422
notification_summary.cpp	C	broken header (4 garbage decls in notification_summary.hpp)	711
offline_cache.cpp	A	real (445 lines)	15683
oidc_auth.cpp	A	real (339 lines)	11712
oidc_manager.cpp	A	real (495 lines)	18052
olm.cpp	A	real (413 lines)	14319
olm_account_manager.cpp	A	real (111 lines)	4507
olm_crypto_v4.cpp	A	real (830 lines)	37130
olm_manager.cpp	B	auto-generated template header	18786
olm_session.cpp	A	real (512 lines)	17890
olm_session_utils.cpp	C	broken header (5 garbage decls in olm_session_utils.hpp)	708
olm_utils.cpp	A	real (140 lines)	5708
openid_token.cpp	A	real (81 lines)	2776
openid_token_utils.cpp	A	real (168 lines)	7001
otk_utils.cpp	A	real (153 lines)	6506
pagination_utils.cpp	A	real (123 lines)	5247
password_strength.cpp	A	real (55 lines)	2284
password_validator.cpp	A	real (166 lines)	5778
permalink.cpp	A	real (276 lines)	9498
permalink_utils.cpp	A	real (73 lines)	2008
permission_checker.cpp	A	real (124 lines)	5163
permission_validator.cpp	A	real (170 lines)	7103
pin_manager.cpp	A	real (315 lines)	10905
pinned_events.cpp	A	real (131 lines)	4436
poll_display.cpp	C	broken header (6 garbage decls in poll_display.hpp)	683
